who1;who;text
2;1;Такая Милашка 
2;1;Приветик Алёна. С вами познакомиться возможно?
2;1;БОГИНЯЯЯ!!!
2;1;Давай познакомимся милая
2;1;Просто неземной красоты
2;1;АНГЕЛОЧЕК!
2;1;Шоколадка
2;1;Великолепная девушка
2;1;Красивая девушка
2;1;Слова тут лишние
2;1;Vay
2;1;Хорошенькая!
2;1;Красота, пиши мне в личку
2;1;"Уффф... мадмуазель,при виде Вас, нужно одевать солнцезащитные очки... иначе можно ослепнуть от такой красоты;)"
2;1;В мене аж вареник з видели впав, гарнюня.
2;1;Уууффффььь....детка ты шикарна*
2;1;это ты не у Юрьевича на складе
2;1;крассавицаи улыбка
2;2;спасибо
2;1;Красатуля
2;1;Хорошенькая
2;1;Богиня красоты
2;1;Очаровательна!!!...
2;1;Мадонна ирина
2;1;Богиня
2;1;мм мм сладкая
2;1;Шикарная красивая женщина 
2;1;Какая симпатичная девушка)
2;1;Красота 
2;2;всем спасибо
2;1;Красивая
2;1;Прелесть!
2;1;Вы Изумительно
2;1;Просто ты прелесть
2;2;Спасибо 
2;1;Прелесть!!!
2;1;У меня слов не хватает оценить твои красоты просто ты супер
2;1;Можно фото где больше открыто твоей красоты
2;1;Милая красотка
2;1;Красивая женщина
2;1;Хорошенькая!
2;2;Моя дорогая
2;1;Красивые
2;1;ммм ням
2;1;Шикарно
2;1;хорошенькая
2;1;мм мм какая милашечка
2;1;Красотка
2;1;Классная дама
2;1;Ты просто прелсть!!! Мечта ты!!! Нет слов!!!
2;1;Шикарная девушка
2;1;Хатя,нервы уже..никЧёрту!))
2;1;Ната!Не пугай меня так)..Мне ж ишшо жЫниДца!)
2;1;Красотка)
2;1;Спасибо,Ната,за ликбез)Я ж теперь,как просветлённый буду))
2;2;Не жеще,а жестче
2;1;Хочешь казаться жёще,чем ты есть на самом деле?)
2;1;Не,не!Косынка-разлетайка лучше)
2;1;Божественная))
2;2;Такая миленькая 
2;1;Женюсь !!!
2;1;Красотка
2;1;Отлично выглядеш
2;1;Классная фотка
2;1;Очерователная
2;1;Симпатичная девушка
2;2;Очень симпатичная и привлекательная 
2;1;Шикарная
2;1;Бариня!))
2;1;Невероятная богиня
2;1;Мммм какая
2;1;МММ, какие ножки 
2;1;Тебя
2;1;Прилёг бы возле
2;1;Ксюше ты пАнДравылася очень)..Халясёо!))
2;2;Божественно красивая!
2;1;В такую. да
2;1;Голоса в моей голове заставляют меня бросаться высерами)..Ну!Та то ж такое))
2;2;Вроде
2;1;Нетолерантно вроде))..
2;1;Грубо
2;1;Прикольно))
2;1;Веселая вы женщина и прекрасная
2;1;Классное фото
2;1;Красивая !
2;1;Милашка
2;1;Класс
2;1;Милашка
2;1;Красоточка
2;2;Такая хорошенькая 
2;1;Симпатичная барышня 
2;1;Ух какя
2;1;Кросивая женщина
2;2;Миленькая 
2;1;Милаха 
2;2;Очень симпатичная и привлекательная 
2;1;приветик.милая.я ищу очень сер.отн.
2;1;+))
2;1;Опасная дама!
2;1;Чё игнор
2;1;Напиши мне в личку или добавь в друзья
2;1;Во взгляде холод говорит нам о натуре сильной)Со стержнем внутренним!)..Но Королевы Снежные всегда одни блуждают по палатам на своих Олимпах мнимых)
2;1;Классная
2;1;Красивая
2;1;+)
2;1;Очаровательная девушка 
2;1;Симпатичная
2;2;Только Никополь
2;1;Напиши
2;1;Запорожье
2;1;Напишы мине смс
2;1;Приветик
2;1;Доброй ночи Алёна очень красивая симпатичная красивая познакомимся пообщаемся Я буду ждать вашего ответа
2;1;Мило )
2;1;Красивинькая
2;1;сексуальная красотка
2;1;красотка
2;1;Красивая девушка
2;1;Красивая
2;1;маленькая красивенькая девушка
2;1;Солнешко напиши мне.
2;1;Привет
2;1;Моя самая милая и любимая
2;1;Ты чудо
2;1;Миленькая и красивенькая!!!!
2;1;Красивая
2;1;П Р Е Л Е С Т Ь !
2;1;Привет пообщаемся может?)
2;1;Доброе утро!!! ВЫ очень очень очень красивая ЛЕДИ!!!
2;1;красивая девушка
2;1;Привет.. Отличное фото.. Просто комплимент от незнакомого мужчины.. Хорошего тебе дня милая леди..
2;1;Какая эффектная девушка 
2;1;Хороша
2;1;Красуня!
2;1;Симпатичная
2;1;Напиши мне в личку или добавь в друзья
2;1;Привет красавица. Шикарно выглядишь. Давай встретимся
2;1;КРАСИВАЯ ДЕВУШКА
2;1;Милая Девушка
2;1;хорошенькая такая
2;1;Красуня
2;1;Хорошенькая какая!!!
2;1;Привет
2;1;Милая
2;1;Принцесса
2;1;Напиши мне в личку или добавь в друзья
2;1;Милая Очаровательная Девушка
2;1;Напиши мне
2;1;Обоятельная и привлекательная женщина
2;1;Красивая)))
2;1;Ухты ухты геде эта бухта
2;1;Прелисть
2;1;фигурка космос
2;1;фигурка супер
2;1;Очаровашка!!!
2;1;Очаровательна
2;1;Очень сексуальная девочка!
2;1;очень красивая))
2;1;прелесть!
2;1;Вы супер
2;1;АНГЕЛОЧЕК
2;1;Милашка
2;1;Знакомый водопад
2;1;Ангелочек.
2;1;гарненька
2;1;Приветик красавица ты не против познакомиться?)..напиши мне в личку пожалуйста
2;1;Напиши мне красотка
2;1;Ты так красива просто идеал
2;1;Пиши в личку познакомимся
2;1;Очень мило
2;1;лучшая
2;1;ТЫ красивая мне нравишься давай познакомимся?
2;1;миленькая красивенька девушка
2;1;Четкая)))
2;1;Две прелести.
2;1;Милашки
2;1;Прекрасная принцесса и сына
2;1;Очень доброе и хорошее фото ! Дай Бог вам здоровья 
2;1;Красивая девушка
2;1;Красивая
2;1;Приветик красавица ты не против познакомиться?)..напиши мне в личку пожалуйста
2;1;красива
2;1;О такой хозяйке можно только помечтать!
2;2;Спасибо Сергей за оценку моего фото,
2;1;Красивая женщина!
2;1;Восхитительно
2;1;Вот именно такой восхитительной,я тебя и представлял!
2;1;Гарненька
2;1;Очень впечатляет +10!
2;1;Обаятельная,красивая,деловая!
2;1;Приятно посмотреть на красивую,милую и хозяйственную женщину!
2;2;Привет
2;2;Красота
2;1;Хозяйка золотые руки!
2;1;Супер.
2;1;Гарненька
2;1;Милая женщина!!!
2;1;Спасибо за оценку.
2;1;Выпьем за любовь, Королева!
2;2;Привет
2;1;Красуня
2;1;ТЫ НАСТОЯЩАЯ.НЕКАК ВСЕ .И ЭТИМ ВСЕ СКАЗАНО
2;1;Самая красивая на сайте
2;1;Привет. Пиши в личку
2;1;Очаровательная
2;1;Принцесса
2;1;Великолепная
2;1;Классно выглядишь
2;1;Неотразимая
2;1;По чаще улыбайся
2;1;Милая
2;1;Прелесть
2;1;Привет))) мож по кофе))??
2;1;Красивая
2;1;Что за киски?
2;1;Привет
2;1;Глазки красивые
2;1;Красуня
2;1;Прелесть ... 5 + ...
2;1;Хорошенькая 
2;1;очаровательная очень
2;1;Девушка на раслобоно_каефе
2;2;Спасибо. Отдохнула отлично..Я полюбила Одессу !!!..но уже дома..
2;1;Красота... Хорошего отдыха Вам, Леночка
2;1;Великолепная ...
2;1;гарненька
2;1;Котеночек!
2;1;КРАСАВА ХОРОШЕЕШЬ...
2;1;Вы ждёте а мы все ждём а у вас прекрасно все даже очки они как-то очень вписуются в образ они вам моя хоспожа сейчас подходят атак ваши нежные локоны волос очень чувственные губки говорят о том что ты милая и нежная носик и лоб о уме и личности а подбородо
2;1;КРАСАВА...
2;1;Начальница думает а может всгруснула но все равно хорошенькая
2;1;Супер симпатюля
2;1;Симпатяшка
2;1;Очарование
2;1;Хорошенькая
2;1;Выглядишь безумно красиво!
2;1;Хорошенькая ...
2;1;Класс
2;1;Хорошенькая 
2;1;ВЫ очень красивая
2;1;Прелесть
2;1;Секси девушка 
2;1;Вы симпатичная
2;1;Я тебя обожаю
2;1;Обоняшка
2;1;В тебе сейчас столько чистого доброго
2;1;Прелесть я улыбаюсь с табой
2;1;сонечко напеши
2;1;Красота 
2;1;Мягкая кошечка мяу!!!
2;1;Очень очень нравится нежное создание грациозна как лебедушка
2;1;Фигурка 100 баллов
2;1;Напиши мне
2;1;ты супер девушка.
2;1;ЛЕНА, ТЫ мне очень понравилась.хотел бы с тобой создать нашу совмесную семью. Напиши ответ. Фото вышлю.
2;1;Красунька
2;1;Красивая очень
2;1;Добавь
2;1;Красивая обоятельная женщина....
2;1;милая девочка!
2;1;Мила! Красива!
2;1;Симпатичная)
2;1;МОЯ БОГИНЯ И КОРОЛЕВА
2;1;Что-то есть настоящее женское тёплое милое ради чего так хочется жить
2;1;Мило..
2;1;Привет
2;1;Солнышко
2;1;Очень красивая женщина
2;1;Милашечка
2;1;симпатичная, красивая, милая
1;2;Оооооочень интересный молодой человек!!
1;2;Ну так под пиво сойдёт))
1;2;Красавчик
1;2;Как в крутом кино
1;2;кинозвезда вау браво молодец
1;2;оуенный красавчик
1;2;Сонечко не сумуй ти ще будеш щасливий
1;2;клас 
1;2;красавчик
1;2;Красавчик!
1;2;Клас
1;2;Как же ти шикарне Вить
1;2;Вы супер m
1;2;Эффектно
1;2;Красивое фото .
1;2;Обычный m
1;2;Симпатюля,фото супер!
1;2;Привет
1;2;Стиляга)))
1;2;Хорошо смотришься
1;2;Гарненький
1;2;Симпотяшка
1;2;Красавчик
1;2;10+
1;2;Хорош..)
1;2;Красавчик
1;2;Красавец
1;2;Красавчик
1;2;Милое фото
1;2;Красавчик
1;2;Класнючий!!
1;2;прикольный
1;2;Супер!
1;2;Симпотюля
1;2;ммм....Красивый такой...
1;2;Красавчик
1;2;Красавец
1;2;Красунчик
1;2;Красивая))
1;1;Я и моя любимая мамулька.
1;1;А прятать,я не чего не прячу.
1;1;Просто очки,это моя слабость.
1;2;Просто так не прячут:))
1;2;Молодой человек, почему вы прячете глаза?
1;2;Симпатичный
1;2;Я вижу человека, вкотором все прекрасно, который обладает невероятным талантом, обаятельной улыбкой, проникновенным взглядом, фантастической харизмой, открытой душой ибогатым сердцем. Этот человек— ты.
1;2;Стикер. Ламборджини
2;1;Напиши в личке срочно,напишешь узнаешь кчему такая срочность
2;1;ты красивая симпатична
2;1;привет можна познакомиться с девушкой
2;1;Милашка
2;1;Приветик давай дружить
2;1;Очень красивая девушка куколка
2;1;Милая очеровательная девочка ты просто прелесть
2;1;Гарненька)
2;1;какая же ты прелесть
2;1;Симпатюлька!
2;1;Красивая девушка 
2;1;Красуня
2;1;Сексуальная девушка 
2;1;Хорошенькая
1;2;Симпатичный
1;2;Просто красавчик!)
1;2;Харошее фото.
1;2;Хорошенький
1;2;5++++
1;2;5+
1;2;Симпатичний.
1;2;5+
1;2;Симпатичный m !
1;2;красавчик
1;2;слов нет... много раз 5+
1;2;Красавчик !
1;2;5+
1;2;Симпатичный.
1;2;5+
1;2;Красивая улыбка
1;2;Красавчик
1;2;Очень милый
1;2;так вот он какой, m моей мечты )))
1;2;Очень красивый m 
1;2;Красивое фото
1;2;Какой симпатичный m
1;2;Ты супер!
1;2;Красивый!
1;2;У Вас красивые глаза.
1;2;ух ты....
1;2;Очень милый
1;2;Хорошенький
1;2;симпатичный
1;2;Симпатичный.
1;2;Не дуже
1;2;Хорошенький
1;2;девочки, да там не только губки красивы
1;2;мм.красив,однако
1;2;Красивый.
1;2;А губки то какие
1;2;Симпатичний
1;2;симпатичьний мущинка.
1;2;Красиво сотрите!
1;2;красивий
1;2;Просто красота!
1;2;Сексуальный....)))
1;2;"Очень красивый мущина. Так держать. ;-)"
1;2;Симпатюльчик ..:-)
1;2;С наступающим новым годом вас Олег!
1;2;5+
1;2;Хорошенький симпатюля глаза красивые
1;2;Приятна улибка.
1;2;Приятный!
1;2;Улыбка супер.
1;2;И улыбка красивая и ямочка привлекательна, я аж растерялась
1;2;О боже какой m красавчик
1;2;А У МЕНЯ ЯМОЧКА НА ПРАВОЙ ЩЕЧКЕ..
1;2;Сразу видно, что человек жизнерадосный.
1;2;симпатичный молодой человек...)))
1;2;Классний
1;2;Давно не встечала такого симпотичного мужчину:-)Красавчик просто нет слов!!!
1;2;Ты красавчик
1;2;Улыбка супер.))
1;2;Харизмотичный m:-)
1;2;Пока
2;1;Хорошенькая
2;1;Крутяк пьёсик 
2;1;Кинолог нужен роднуль))
2;1;Где?)
2;1;Красивая!!!
2;1;Прелесть
2;1;Шикарная
2;1;Красоточка
2;1;такая милашка)))просто сказка)))
2;1;приветик напиши вличку
2;1;"Да милота, серьёзная заявка, но общение покажет, если фикса милота сразу уйдёт!;-)"
2;1;Привет
2;1;Норм
2;1;Да милая
2;1;Хорошенькая
2;1;Привет Потрясающе выглядишь Познакомимся красотка
2;1;Лапуля
2;1;Красавица
2;1;Шикарна
2;1;Милая
2;1;Красавица))
2;2;Шикарня
2;1;Ты прекрасна как жемчужина
2;1;Хорошенькая
2;1;Очаровательная
2;1;Красавица
2;1;Принцеска
2;1;Хараша чертовка)
2;1;Солнышко
2;1;красотка
2;1;Просто чудо
2;1;Очаровашка
2;1;Ты очень красивая на ётом фото:)
2;1;Красавица
2;1;Прелесть
2;1;Нереально красивая девушка
2;1;Красотка
2;1;Привет, напиши мне
2;1;Красавица 
2;1;Красотка 
2;1;Привет. Что такая милая девушка ишет на таком сайте?
2;1;Милая
2;1;Ты здесь на Рэне Зильвегер похожа
2;1;Солнышко
2;1;вот это женщина
2;1;Грандиозная девушка
2;1;Красивая девочка
2;1;Симпатичная, злюка)
2;1;-Приятная!
2;1;Милая симпатичная девушка
2;1;приветик
2;1;Красивая девушка.
2;1;Очень красива!
2;1;золотые руки увас наверно !!!
2;1;ПриВет
2;1;Секси
2;1;Прелесть
2;1;Мадам....роскошно выглядите.....умничка
2;1;Здравствуй. Как ты смотришь на то,что бы познакомиться..для начала..? Меня зовут Юлий.
2;1;Ато такая варишка)
2;1;Руку тоже надо было подфотошопить!
2;1;ты такая разная!
2;1;Пр вет
2;1;Красотка!
2;1;принцеса
2;1;Ты прекрасна солнышко!
2;1;Вес?
2;1;Ты Супер
2;1;Красунька
2;1;Милая сексуальная девушка
2;1;Киса!))
2;1;Шикарная девочка
2;1;Великолепная!
2;1;Очаровательная!
2;1;Красавица
2;1;Красавица
2;1;Супер секси
2;1;Хорошенькая
2;1;Хорошая коса!
2;1;Красивенькая.
2;1;симпатичная пышечка)))
2;1;супероболденая красотка
2;1;Задавака, к тебе на пробиться, напиши мне пожалуйста в личку
2;1;приветик пиши мене на саит похнакомимся
2;1;Куколка
2;1;Красивая
2;1;Очень обоятельная девушка супер прекрасно выглядиш
2;1;Классная
2;1;напиши мне
2;1;Ты-шикарная Милашка!
2;1;Ты прелесть очаровательная
2;1;Харашо выглядиш прелесть
2;1;Красивая!
2;1;Пообщаемся в Вайбер 066285
2;1;Красивая
2;1;Симпатичная
2;1;Хорошенька)))
2;1;Симпатичная
2;1;Красотка
2;1;красивые глазищи
2;1;Харашо выглядиш симпатичная прывлекательная сексуальная
2;1;моя хороша!
2;1;ты шикарна
2;1;харошинькая
2;1;богиня
2;1;Красивая
2;1;КРАСАТУЛЬКА
2;1;Милая девушка
2;1;симпатичная
2;1;Красотуля.
2;1;Приветик как делишки? Знакомимся?
2;1;Королева
2;1;супер
2;1;Пообщаемся ?
2;1;krasavica
2;1;Ты прекрасна
2;1;Нез за правду не говорят спасибо
2;1;Красуня
2;1;Красивые волосы,и их обладательница.
2;1;Выглядишь супер!!! Познакомимся?
2;1;Миленький ангелочек
2;1;Пойти бы с тобой в скайп
2;1;Красивая
2;1;Симпатичная девушка. . .
2;1;Красивая девушка
2;1;Красивая вы
2;1;Мила.. переезд не против?напиши в личку....
2;1;Ты красивая
2;1;милая
2;1;Малышка ты СУПЕР)))))))
2;1;не думай о секундах с высока..
2;1;Привет, Ира! Можем созвониться-познакомиться?
2;1;Милая и очеровательная девушка
2;1;Красиво выглядишь
2;1;ты Невероятная)
2;1;Секси девочка
2;1;Ножки класс
2;1;Огонь
2;1;Шикарно выглядишь солнышко
2;1;Классная девочка 5+!!!
2;1;Класс колготки
2;1;Встретимся
2;1;Приветик красотулька напиши мне в личку
2;1;Классная
2;1;чуть больше бы фото
2;1;Жаль не видно красоты лица
2;1;О Одесса
2;1;Фейк
2;1;Класна мала 
2;1;Хороша чертовка.
2;1;Офегеноя
2;1;Красивая
2;1;Красотка
2;1;Хороша
2;1;Приветик малишка можно познакомиться
2;1;Давай знакомиться красивая девушка
2;1;Красивая девушка
2;1;здарова, пропажа
2;1;Напиши мне в личку пароль
2;1;Привет
2;1;Ух какая кися
2;1;Милая
2;1;Супер
2;1;Привет ти. Сексь вся я цилую твой груди
2;1;Ваув!!! Без комментариев
2;1;Прелесть
2;1;Чем то на Ирину Дубцову похожа
2;1;Интересная
2;1;Прелесть
2;1;Красивая девушка
2;1;Красавица!!!
2;1;напиши мне
2;1;Красотка
2;1;Какая красавица
2;1;ох и страсти   
2;1;КРАСИВАЯ
1;2;Красаучик
1;2;Ох и ехидная улыбка!)
1;2;Симпатичний
1;2;Лапочка
1;2;Симпатичный m.
1;2;:-*
1;2;Славный. Хороший.
1;2;Красунчик!
1;2;Гарненький
2;1;Гарненька
2;2;Дякую
2;1;Красуння
2;1;Красунечка.
2;1;Словами не опишеш таку красу!
2;1;Обалденно красивая.
2;1;Богиня
2;1;Божественно красива
2;1;Глаза просто космос
2;1;Неземна красуння!
2;2;Дякуюююю
2;1;Красива
2;1;privet
2;1;Миле личко в тебе сонечко
2;1;Красивая девушка.
2;1;You beautiful!_ )
2;1;С днём варенье красавица всех благ здоровье крепкого и всего самого наилучшего тебе)))
2;2;Гарна)))
2;1;Класснючая)))
2;1;Привет.я немогу написать тебе из за вип (напиши мне пожалуйста 
2;1;Красуня
2;1;Ксюша,ты прекрасна! Безумно красивая)
2;1;Привет напиши мне
2;1;Дуже красива)))
2;1;Красунечка.
2;1;Файна!
2;1;Гарна
2;1;Шикарна дiвчина!
2;1;Hi
2;1;Привет а можно с тобой познакомиться и пообщаться?
2;1;гарнесенька)
2;1;Самая красивая девушка Украины!!))
2;1;хорошенькая какая
2;1;Красуня
2;1;Напиши в ЛС есть предложение
2;1;Красивая девушка
2;1;красивая и милая девушка напиши
2;1;Просто принцеса
2;1;Красуня
2;1;Красунька
2;1;Красуня
2;1;Мила
2;1;Просто принцеса
2;1;Ти гарненька)
2;1;Красуня.
2;1;красуня
2;1;Гарненька!!!
2;1;Дивовижна!)
2;1;Гарна.
2;1;Прелестная девушка
2;1;Дивовижно вродлива красуня
2;1;КЛАСС!!!
2;1;Красунька
2;1;Красуня)
2;1;Супер))
2;1;супер малая)))))) выглядишь дужи гарно!
2;1;Прелесть!!!
2;1;Красотка
2;1;Я восхищаюсь вами правда, вы так прекрасны так нежны, как только думаю о вас и начинает биться сердце............. Придётся мне идти к врачу..................
2;1;Если не против общения то напиши мне в личку пожалуйста, бо у тебя много не прочитанных смс
2;1;Очень красивая
2;1;Очаровательная девочка)
2;1;Красива
2;1;Богиня Красоты.
2;1;Красуня
1;2;Гарний!
1;2;5+
1;2;Симпотяшка
1;2;Мне очень нравится имя Андрей!!!
1;2;Очень милый m!!!
1;2;Супер выглядишь
1;2;Аааааа, ну извини, я не знала, что коня так зовут
1;2;Принц это как бы человек, если ты считаешь себя конем? ну тут я тогда не знаю
1;1;Ти про коня
1;2;Ну прям принц!
1;2;Ой
1;2;Статус супер) Прям мои мысли)
1;2;Морда идиота.
1;2;Привет напиши мне)
1;2;Класно
1;2;Красавчик
1;2;Красавчик
1;2;Хотя бы улыбнулся)))
1;2;Это точно !!!
1;2;Откуда здесь простые и адекватные...
1;2;Статус интересный и заманчивый!
1;2;Красивый
1;2;Статус класс!
1;2;Вы на себя наговариваете!, Вы не склонны портить отношения , Вы же Лев!
1;1;О как) а ты мне?
1;2;Ты мне подходишь
1;2;красавчик
1;2;Симпатичный
1;2;Эти глаза меня с ума сведут!
1;2;Почту почитай
1;2;Блин,какой парень!
1;2;Красавчик
1;2;Зачётный дядя
1;2;Ну ничего себе какой красавчик!
1;2;Ой нет не зачётный рост метр с кепкой
1;2;Красивый
1;2;Красавчик!
1;2;Симпотяжка
1;2;очень милый
1;2;Если не ошибаюсь Тера? Очень похоже!
1;2;Привет
1;2;Очень даже стмпатичен !))).m.
2;1;Милашка
2;1;Красивая!. И наверное очень харошая
2;1;очень хорошенькая
2;1;очень хорошенькая
2;1;красивая
2;1;Симпотяжка
2;1;красавица
2;1;ТЫ КРАСИВАЯ ДЕВУШКА
2;1;Красивые глазки
2;1;Манюка Симпотулька
2;1;Прелесть
2;1;Ты красотка!
2;1;очень красивая
2;1;красавици
2;1;Класно выглядиш!!!
2;1;Красотка на пеши в личку
2;1;Мммм очаровательная
2;1;Симпатичная
2;1;Очаровашка
2;1;Милая обояшка
2;1;Прелесть!!!
2;1;Тебе жалко ну ладно
2;1;Ну пожалуйста
2;1;Напиши ответ в личку ответ
2;1;А под низом
2;1;Ну хотелось бы ответа
2;1;Тебе жалко написать ну ладно
2;1;Ясно
2;1;Жалко ответа ну ок
2;1;А в чем ты одета на этой фотке можешь написать
2;1;Ага
2;1;Супер красавица
2;1;Симпатичная
2;1;Хорошенькая
2;1;Ты очень красивая
2;1;Классная очень
2;1;Прелесть
2;1;Милая девчёнка
2;1;Четкая
2;1;Милая девочка 
2;1;Красивая девочка
2;1;Прелесть красавица
2;1;Прелесть
2;1;Красивая фигурка
2;1;Пожалуйста 
2;1;Хорошенькая 
2;1;Мм какая , мне б такую
2;1;Супер!
2;1;Милашка
2;1;ЦУКЕРОЧКА ! ! !
2;1;Шыкарная
2;1;Няшка милашка
2;1;Принцесса
2;1;Красивая счастливая и вся такая милая
2;1;красавица
2;1;Куколка
2;1;ты просто супер красивая нельзя оторвать глаз
2;1;Семпатяшечка
2;1;милашка
2;1;Прелесть
2;1;Красивая девушка
2;1;Симпотичная милашка
2;1;Красуня
2;1;Красивая девочка 
2;1;прелесть
2;1;дамы явно под шафе)))
2;1;Красиво!!
2;1;Симпатичная
2;1;Принцесса!!!))
2;1;Красотка
2;1;Милая ,жызнерадосная девушка
2;1;Милашка
2;1;Прелесная очаровашка
2;1;Мммммм очаровательная
2;1;Глаза добрые.
2;1;Красотка
2;1;Милая обояшка
2;1;Очаровательна... Чесн!))
2;1;Красивая девочка
2;1;красивый взгляд
2;1;ты просто ангел
2;1;Я хочу себе такую жену как ты
2;1;Красотка из Абхазии?..
2;1;Супер,какая прелесть!!!
2;1;Обворожительная девушка
2;1;Очеровашка
2;1;2859 продолжения телефона.
2;1;Гарненька.
2;1;Милая!
2;1;Ты прекрасна
2;2;Та да.
2;1;отлично вывлядишь.
2;1;КРАСОТУЛЯ.
2;1;Красивая девушка
2;1;классная девушка! я б с тобой расслабился б и не один раз бы!
2;1;Ух какая!
2;1;Да, грудь хороша!
2;1;грудь хорошенькая
2;1;очень красивая милая сексуальная очаровательная девушка
2;1;Красива
2;1;Продай кыцю
2;1;Милая!
2;2;А шо такое.
2;1;Ох и Ксюха!
2;1;Красивая
2;1;Привет напиши в личку жду
2;1;Красивая
2;1;Очень милая и красивая
2;1;Хорошенькая
2;1;Хочу к тебе
2;1;Просто идеал красоты
2;1;Симпотяжка....
2;1;Сама серьёзность
2;1;Хорошенькая
2;1;Милая девочка))
2;1;Привет.
2;1;У тя всё красивое
2;1;ЖАЛЬ ЧТО ВАМ КРЕПКАЯ СЕМЬЯ И НОРМАЛЬНЫЙ НЕ НУЖЕН
2;1;ПРИВЕТИК МОЖНО С ВАМИ ПОЗНАКОМИТЬСЯ ВЫ МНЕ ОЧЕНЬ СИЛЬНО ПОНРАВИЛИСЬ МНЕ НУЖНА КРЕПКАЯ СЕМЬЯ
2;1;Цветок любви по жизни
2;1;ТОП
2;1;Милашка
2;1;Красивая))))
2;1;Красивая девушка классные черты лица.
2;1;Какая девушка красивая,точно первый номер.
2;1;Принцесса
2;1;Принцесса
2;1;Привет. Отлично выглядишь. Напиши мне в лс
2;1;Красатуль привет, говорю честно хочется тусануть в баньке без обязательств, если не против то дай свой номер, вечер будет классным я обещаю извини если что за прямоту).это мой номер 071491
2;1;У тебя очень красивые глаза и улыбка.
2;1;Красиво выглядишь
2;1;Очаровашка
2;1;я залип на ее улыбку
2;1;Какая ты красивая девушка
2;1;А Вы реально самая красивая и очаровательная девушка этого сайта и Вы к тому же неотразимы...
2;1;Б О Г И Н Я - !!!!!!
2;1;Милое очарование!) Прелесть!)
2;1;Изумительная женщина!)
2;1;Симпатичная
2;1;Солнечная улыбка!)
2;1;Напиши мне
2;1;красотка напиши мне
2;1;Красивая
2;1;ммм класное фото леди
2;1;Классно выглядиш
2;1;Милашка симпатяшка
2;1;Ты прекрасна
2;1;приятная женщина умница
2;1;Миленькая ангелочек
2;1;оставайся такой красивой как есть
2;1;С 8 марта!
2;1;Симпатага
2;1;Прекрасно выглядишь
2;1;Мне очень нравится
2;1;Давай распишимся повенчаемся
2;1;Красавица
2;1;Симпатичненькая
2;1;Красивая
2;1;Красивый Рыжик.
2;1;Прелесть
2;1;Напишите пожалуйста мне
2;1;Красивые глазки
2;1;Секси
2;1;Четкая.....
2;1;Красотка
2;1;Девушка сказка
2;1;Королева
2;1;изумительная женщина
2;1;ПРИВЕТИК МОЖНО С ВАМИ ПОЗНАКОМИТЬСЯ ВЫ МНЕ ОЧЕНЬ СИЛЬНО ПОНРАВИЛИСЬ МНЕ НУЖНА КРЕПКАЯ СЕМЬЯ
2;1;Милая девушка
2;1;Красивая
2;1;Красивая девушка
2;1;Шикарная миленькая и очень привлекательная девочка
2;1;Милая и Обоятельная!!!
2;1;Супер
2;1;Вау
2;1;Ну очень серьезная дама..))
2;1;Милая!
2;1;Как хотелось быть на месте этой ёлки 
2;1;Красивая девушка!
2;1;Красотка!
2;1;Красиво выглядишь
2;1;Красивая девушка
2;1;Открой мой номер
2;1;Глаза шикарные )
2;1;Красотка
2;1;Хорошенькая
2;1;Давай распишимся повенчаемся
2;1;Красотка !
2;1;ммм киця
2;1;Извени я не профи писать071498
2;1;Давай встретимся Евгений 071498
2;1;Привет как дела
2;1;Красивая
2;1;Красивая
2;1;Приветик будет время позвани Евгений 071498
2;1;Милашка!
2;1;красоточка
2;1;Очаровательная
2;1;Симпатичненькая
2;1;НАПИШЫ.
2;1;Милашка симпатяшка
2;1;Симпатичная
2;1;Прелесть
2;1;Милашка симпатяшка
2;1;ты такая серьезная дама на этом фото
2;1;Милая!
2;1;Симпатичная
2;1;Красотка
2;1;Красивая милая женщина!!!
2;1;сразу женился
2;1;женился бы сразу
2;1;Красотулька!!!
2;1;Миловидная
2;1;Привет. Ищу девушку для жизни и создания крепкой семьи - давай познакомимся?
2;1;Ну клево, прям ништяк! Хорошее фото)
2;1;Ты прекрасна
2;1;Богиня !!!я бы промолчу !!!
2;1;Ты красиви ты смратицная мне панравилис
2;1;Хорошенькая
2;1;Какая красивая настроил б отношения напиши мне
2;1;Шикарная женщина)))))))))
2;1;красивое платье
2;1;Ты прекрасна
2;1;Божественна и восхитительна
2;1;напиши мне
2;1;Светик ты красивая и очаровательная девочка
2;1;Красавица
2;1;Давай знакомиться
2;1;Шикарная
2;1;Сексуально выглядишь
2;1;Хорошее сочетание с машиной.
2;1;Люблю женщин с машинами.
2;1;Милашка симпатяшка
2;1;Классная тачка
2;1;Красиво
2;1;Куколка! Ягодка! Ангелочек!
2;1;Класс .
2;1;Хорошенькая
2;1;Валя ты классная просто прелисть цветеш и пахнеш Евгений напиши
2;1;Ты пожалуй права
2;1;Такая красива а ищешь хоть кого нибудь жизнь достала?
2;1;Шикарно выглядите сударыня
2;1;Ангел
2;1;Милашка
2;1;Миленькая
2;1;Просто супер.
2;1;Почему мне не 39,такая милашка
2;1;Ты просто прелесть, очеровашка
2;1;Повезет же комуто
2;1;непонятно кто красивей
2;1;Милая))
2;1;Просто прелесть.
2;1;Очаровательная женщина
2;1;Вы прекрасны
2;1;Зачёт))))!
2;1;милашка уххх
2;1;Давай распишимся повенчаемся
